duplicate_group_id,normalized_question_key,group_size,question_id,recommended_keep,status,is_active,theme,difficulty,question_preview,concept_key_suggested,suggestion_reason,suggestion_confidence,review_status,reviewer_notes
exact_5fdbc04cc5ac,"“farm”, dans un jeu, ça veut dire…",2,92568fda-0db5-4004-b28b-f6a3ad6ab289,yes,live,true,culture_pop,moyen,"“Farm”, dans un jeu, ça veut dire…",farm,quoted_root_from_canonical_question,high,pending,
exact_5fdbc04cc5ac,"“farm”, dans un jeu, ça veut dire…",2,3bbee80c-b59a-4875-ae14-a76fb9e78fc8,no,archived,false,culture_pop,moyen,"“Farm”, dans un jeu, ça veut dire…",farm,quoted_root_from_canonical_question,high,pending,
exact_609b77f79bd6,"“streamer”, ça veut dire…",2,2875c8fa-5b64-4e31-bbb2-0b1f90b38541,yes,live,true,reseaux_sociaux,moyen,"“Streamer”, ça veut dire…",streamer,quoted_root_from_canonical_question,high,pending,
exact_609b77f79bd6,"“streamer”, ça veut dire…",2,0a8ddb38-468d-4c3a-a9d3-c7f73f3898d6,no,archived,false,reseaux_sociaux,moyen,"“Streamer”, ça veut dire…",streamer,quoted_root_from_canonical_question,high,pending,
exact_6480a466637e,"“goat”, ça veut dire…",2,6c580b7e-6d3f-49ca-8641-bf976b15c35b,yes,live,true,vocabulaire,moyen,"“GOAT”, ça veut dire…",goat,quoted_root_from_canonical_question,high,pending,
exact_6480a466637e,"“goat”, ça veut dire…",2,ddc178ff-6729-4a96-9ebf-7c18c3ec3805,no,archived,false,vocabulaire,moyen,"“GOAT”, ça veut dire…",goat,quoted_root_from_canonical_question,high,pending,
exact_64dde11fce7c,"“un fake account”, c’est…",2,f9fb026e-7900-4a9e-a911-a2c6f251ed13,yes,live,true,reseaux_sociaux,facile,"“Un fake account”, c’est…",un_fake_account,quoted_root_from_canonical_question,high,pending,
exact_64dde11fce7c,"“un fake account”, c’est…",2,216daf78-392c-44c0-8aca-7dc8b74b3cf8,no,archived,false,reseaux_sociaux,facile,"“Un fake account”, c’est…",un_fake_account,quoted_root_from_canonical_question,high,pending,
exact_65d38c8e37d1,"“gg”, ça veut dire…",2,bf7c391b-3a97-43a5-8ddc-285eafc9f59a,yes,live,true,culture_pop,facile,"“GG”, ça veut dire…",gg,quoted_root_from_canonical_question,high,pending,
exact_65d38c8e37d1,"“gg”, ça veut dire…",2,d9d4092d-b237-4a08-94d0-bcb7f45d31b7,no,archived,false,culture_pop,facile,"“GG”, ça veut dire…",gg,quoted_root_from_canonical_question,high,pending,
exact_69c9073f95a1,"“un hit”, c’est…",2,f6ba8854-9273-4554-a5ee-5b845a8fb636,yes,live,true,culture_pop,facile,"“Un hit”, c’est…",un_hit,quoted_root_from_canonical_question,high,pending,
exact_69c9073f95a1,"“un hit”, c’est…",2,24759972-bb1b-4b95-8aae-6831bc7001fb,no,archived,false,culture_pop,facile,"“Un hit”, c’est…",un_hit,quoted_root_from_canonical_question,high,pending,
exact_6a36c684caa1,"“ship deux personnes”, ça veut dire…",2,e9ad9253-d1e4-43e0-8e94-0a214c0cc7b7,yes,live,true,culture_pop,moyen,"“Ship deux personnes”, ça veut dire…",ship_deux_personnes,quoted_root_from_canonical_question,high,pending,
exact_6a36c684caa1,"“ship deux personnes”, ça veut dire…",2,04164acb-996c-4f46-bfac-ae73430c7fd4,no,archived,false,culture_pop,moyen,"“Ship deux personnes”, ça veut dire…",ship_deux_personnes,quoted_root_from_canonical_question,high,pending,
exact_6a57a2cb162a,"que veut dire ""télécharger"" ?",2,f428ef84-0c07-4ebb-bdbc-294e7f85beb2,yes,archived,false,tech,facile,"Que veut dire ""télécharger"" ?",telecharger,quoted_root_from_canonical_question,high,pending,
exact_6a57a2cb162a,"que veut dire ""télécharger"" ?",2,c7661ebd-a487-47d4-be5e-87cbb5eeb54e,no,archived,false,tech,facile,"Que veut dire ""télécharger"" ?",telecharger,quoted_root_from_canonical_question,high,pending,
exact_6b4d3bd320f7,"“cap”, ça veut dire…",2,c25bcd9b-b4b0-4af4-a86b-a0f2c2c2421a,yes,live,true,vocabulaire,difficile,"“Cap”, ça veut dire…",cap,quoted_root_from_canonical_question,high,pending,
exact_6b4d3bd320f7,"“cap”, ça veut dire…",2,1b187f9a-9eda-4203-b23e-ebb92d10daa1,no,archived,false,vocabulaire,difficile,"“Cap”, ça veut dire…",cap,quoted_root_from_canonical_question,high,pending,
exact_77d5922ea3d8,"“unfollow + follow”, c’est souvent pour…",2,b3b6d229-6375-47f1-8c65-2d1eb2bda46d,yes,live,true,reseaux_sociaux,difficile,"“Unfollow + follow”, c’est souvent pour…",unfollow_follow,quoted_root_from_canonical_question,high,pending,
exact_77d5922ea3d8,"“unfollow + follow”, c’est souvent pour…",2,3201f894-6c76-4343-94cc-67d44c1a4d13,no,archived,false,reseaux_sociaux,difficile,"“Unfollow + follow”, c’est souvent pour…",unfollow_follow,quoted_root_from_canonical_question,high,pending,
exact_77e1f1265963,"“un bot”, c’est…",2,111d65a5-56fe-4bc5-8f98-6d3736b97101,yes,live,true,culture_pop,facile,"“Un bot”, c’est…",un_bot,quoted_root_from_canonical_question,high,pending,
exact_77e1f1265963,"“un bot”, c’est…",2,4febf470-eb5c-49be-bae0-ce2293fc381a,no,archived,false,culture_pop,facile,"“Un bot”, c’est…",un_bot,quoted_root_from_canonical_question,high,pending,
exact_7a142e4ee8b1,"“double text”, ça veut dire…",2,d2ba9a5c-f680-4c3b-a425-7fa201a700d8,yes,live,true,culture_pop,moyen,"“Double text”, ça veut dire…",double_text,quoted_root_from_canonical_question,high,pending,
exact_7a142e4ee8b1,"“double text”, ça veut dire…",2,03301bf8-9984-4521-92a3-85492f30fe68,no,archived,false,culture_pop,moyen,"“Double text”, ça veut dire…",double_text,quoted_root_from_canonical_question,high,pending,
exact_7a3a50a9cdcc,"“un leak”, c’est…",2,9c656228-2cbf-44ca-8c9a-d1db3dc565cd,yes,live,true,culture_pop,moyen,"“Un leak”, c’est…",un_leak,quoted_root_from_canonical_question,high,pending,
exact_7a3a50a9cdcc,"“un leak”, c’est…",2,b0909ebc-acbf-4601-a09b-a51dfdac357d,no,archived,false,culture_pop,moyen,"“Un leak”, c’est…",un_leak,quoted_root_from_canonical_question,high,pending,
exact_7b33e41ffb2e,"que sont les ""stories"" sur instagram ?",2,4f317c9e-5bcc-4f45-b7a4-4069aef0b52a,yes,archived,false,reseaux_sociaux,facile,"Que sont les ""Stories"" sur Instagram ?",stories,quoted_root_from_canonical_question,high,pending,
exact_7b33e41ffb2e,"que sont les ""stories"" sur instagram ?",2,22a04d27-ca2e-4891-8994-69d985c21f41,no,archived,false,reseaux_sociaux,facile,"Que sont les ""stories"" sur Instagram ?",stories,quoted_root_from_canonical_question,high,pending,
exact_7c06f48c74b0,"“une fake news”, c’est…",2,6d1156b8-d1bd-4686-bca3-f31146be6362,yes,live,true,culture_pop,facile,"“Une fake news”, c’est…",une_fake_news,quoted_root_from_canonical_question,high,pending,
exact_7c06f48c74b0,"“une fake news”, c’est…",2,86009f56-20ba-41d8-aad5-d12057ef9c53,no,archived,false,culture_pop,facile,"“Une fake news”, c’est…",une_fake_news,quoted_root_from_canonical_question,high,pending,
exact_7c71706bcc02,"“lag”, dans un jeu, c’est…",2,5f041b78-6e40-4b78-a6f9-884714efa43b,yes,live,true,culture_pop,facile,"“Lag”, dans un jeu, c’est…",lag,quoted_root_from_canonical_question,high,pending,
exact_7c71706bcc02,"“lag”, dans un jeu, c’est…",2,9c62499c-9fa8-4091-a888-062fe7c8fa63,no,archived,false,culture_pop,facile,"“Lag”, dans un jeu, c’est…",lag,quoted_root_from_canonical_question,high,pending,
exact_7f0348e2ce11,"“love bombing”, ça veut dire…",2,f319ce64-54ae-4983-8bb0-34785df164e2,yes,live,true,culture_pop,difficile,"“Love bombing”, ça veut dire…",love_bombing,quoted_root_from_canonical_question,high,pending,
exact_7f0348e2ce11,"“love bombing”, ça veut dire…",2,e1eab53b-3244-4d75-818d-0ff15348326e,no,archived,false,culture_pop,difficile,"“Love bombing”, ça veut dire…",love_bombing,quoted_root_from_canonical_question,high,pending,
exact_8194a2b5fa25,"“un filtre”, c’est…",2,b6804354-ce3f-4b08-a586-217f1cd7e738,yes,live,true,reseaux_sociaux,facile,"“Un filtre”, c’est…",un_filtre,quoted_root_from_canonical_question,high,pending,
exact_8194a2b5fa25,"“un filtre”, c’est…",2,68526aa2-c043-40b1-8f74-cb91710496d5,no,archived,false,reseaux_sociaux,facile,"“Un filtre”, c’est…",un_filtre,quoted_root_from_canonical_question,high,pending,
exact_8a952e878e9c,qui est squeezie ?,2,bebd4379-0ce3-482a-9660-e6272c75a2f2,yes,archived,false,culture_pop,difficile,Qui est Squeezie ?,qui_est_squeezie,normalized_duplicate_group_key,medium,pending,
exact_8a952e878e9c,qui est squeezie ?,2,324180bc-5f36-492f-a640-4ce7a3a5630c,no,archived,false,culture_pop,moyen,Qui est Squeezie ?,qui_est_squeezie,normalized_duplicate_group_key,medium,pending,
exact_8afb652788bf,"“un contenu viral court”, c’est souvent…",2,aa2b5201-e6bc-4fb8-b80b-682fd841e89b,yes,live,true,reseaux_sociaux,moyen,"“Un contenu viral court”, c’est souvent…",un_contenu_viral_court,quoted_root_from_canonical_question,high,pending,
exact_8afb652788bf,"“un contenu viral court”, c’est souvent…",2,d0dfbf78-d408-44ff-a86d-7d4277e0fff4,no,archived,false,reseaux_sociaux,moyen,"“Un contenu viral court”, c’est souvent…",un_contenu_viral_court,quoted_root_from_canonical_question,high,pending,
exact_8bc8978614f8,"“breadcrumbing”, ça veut dire…",2,c4b9f3fd-cbff-44a8-8221-e7a7c77a332a,yes,live,true,culture_pop,difficile,"“Breadcrumbing”, ça veut dire…",breadcrumbing,quoted_root_from_canonical_question,high,pending,
exact_8bc8978614f8,"“breadcrumbing”, ça veut dire…",2,1f017960-395d-4dd9-96ac-b2b324a5cb9b,no,archived,false,culture_pop,difficile,"“Breadcrumbing”, ça veut dire…",breadcrumbing,quoted_root_from_canonical_question,high,pending,
exact_8bf674d2a9c3,"que veut dire ""ghoster"" quelqu'un ?",2,75833066-0897-4dc4-a106-f7efb3d82ce2,yes,archived,false,vocabulaire,moyen,"Que veut dire ""ghoster"" quelqu'un ?",ghoster,quoted_root_from_canonical_question,high,pending,
exact_8bf674d2a9c3,"que veut dire ""ghoster"" quelqu'un ?",2,c5b4e1a7-bac5-40ba-981e-91582341e46e,no,archived,false,vocabulaire,moyen,"Que veut dire ""ghoster"" quelqu'un ?",ghoster,quoted_root_from_canonical_question,high,pending,
exact_8e847d1df024,"“ratio”, sur les réseaux, ça veut dire…",2,addb39c7-cf2f-48a2-ba8a-d5fb496de474,yes,live,true,reseaux_sociaux,moyen,"“Ratio”, sur les réseaux, ça veut dire…",ratio,quoted_root_from_canonical_question,high,pending,
exact_8e847d1df024,"“ratio”, sur les réseaux, ça veut dire…",2,2f4eb4fd-2918-462d-b53c-aa1982fd27c9,no,archived,false,reseaux_sociaux,moyen,"“Ratio”, sur les réseaux, ça veut dire…",ratio,quoted_root_from_canonical_question,high,pending,
exact_8ff77cfb02d2,"“un noob”, c’est…",2,de5404b0-5c39-4b01-9d77-b40885b6932f,yes,live,true,culture_pop,facile,"“Un noob”, c’est…",un_noob,quoted_root_from_canonical_question,high,pending,
exact_8ff77cfb02d2,"“un noob”, c’est…",2,197e0294-70dc-4881-b2b2-d4bf8ff96fdc,no,archived,false,culture_pop,facile,"“Un noob”, c’est…",un_noob,quoted_root_from_canonical_question,high,pending,
exact_933ad71b7e53,"“crush”, ça veut dire…",2,c3aaaab2-4e74-4752-a554-7aa4a475baa8,yes,live,true,culture_pop,facile,"“Crush”, ça veut dire…",crush,quoted_root_from_canonical_question,high,pending,
exact_933ad71b7e53,"“crush”, ça veut dire…",2,c770abff-ced8-4617-87f2-5f67dc32e1cb,no,archived,false,culture_pop,facile,"“Crush”, ça veut dire…",crush,quoted_root_from_canonical_question,high,pending,
exact_95b14f16a039,"“loot”, ça veut dire…",2,05b908c4-c672-453b-a358-ac6e2b79f31a,yes,live,true,culture_pop,moyen,"“Loot”, ça veut dire…",loot,quoted_root_from_canonical_question,high,pending,
exact_95b14f16a039,"“loot”, ça veut dire…",2,565fb642-ed5d-4a91-966d-ce352cd0ae1b,no,archived,false,culture_pop,moyen,"“Loot”, ça veut dire…",loot,quoted_root_from_canonical_question,high,pending,
exact_966eba025853,"“based”, ça veut dire…",2,d4cb8888-26c4-42e5-8643-2ce1958a2ecc,yes,live,true,culture_pop,difficile,"“Based”, ça veut dire…",based,quoted_root_from_canonical_question,high,pending,
exact_966eba025853,"“based”, ça veut dire…",2,c8d22254-3fe3-48a0-949b-e54a785eb241,no,archived,false,culture_pop,difficile,"“Based”, ça veut dire…",based,quoted_root_from_canonical_question,high,pending,
exact_9767b19dfbe5,"“tryhard”, ça veut dire…",2,1ca61163-daeb-4c32-a6d5-1947fa40417b,yes,live,true,culture_pop,moyen,"“Tryhard”, ça veut dire…",tryhard,quoted_root_from_canonical_question,high,pending,
exact_9767b19dfbe5,"“tryhard”, ça veut dire…",2,dcf678f7-6e33-4306-80ec-18983e24bb71,no,archived,false,culture_pop,moyen,"“Tryhard”, ça veut dire…",tryhard,quoted_root_from_canonical_question,high,pending,
exact_9faf6839418b,"“npc”, ça veut dire…",2,b613bac2-1269-47ba-861c-b0f8529d7b8b,yes,live,true,culture_pop,difficile,"“NPC”, ça veut dire…",npc,quoted_root_from_canonical_question,high,pending,
exact_9faf6839418b,"“npc”, ça veut dire…",2,e0016cd3-6bc4-41d0-aab0-e3505a73675a,no,archived,false,culture_pop,difficile,"“NPC”, ça veut dire…",npc,quoted_root_from_canonical_question,high,pending,
exact_a0688bc37fd1,"qu'est-ce qu'un ""podcast"" ?",2,c0bfa766-99e1-43da-aa5e-e095795f84cd,yes,archived,false,reseaux_sociaux,moyen,"Qu'est-ce qu'un ""podcast"" ?",podcast,quoted_root_from_canonical_question,high,pending,
exact_a0688bc37fd1,"qu'est-ce qu'un ""podcast"" ?",2,fcd413f1-8e18-48a1-a807-741ddc613177,no,archived,false,tech,moyen,"Qu'est-ce qu'un ""podcast"" ?",podcast,quoted_root_from_canonical_question,high,pending,
exact_a06d4b5d153f,"“trend”, ça veut dire…",2,7ec5ca6a-bc56-4d3e-bc6c-6bedd59d97e7,yes,live,true,culture_pop,facile,"“Trend”, ça veut dire…",trend,quoted_root_from_canonical_question,high,pending,
exact_a06d4b5d153f,"“trend”, ça veut dire…",2,ef9284c4-6473-4ae5-a069-0e3913a1742c,no,archived,false,culture_pop,facile,"“Trend”, ça veut dire…",trend,quoted_root_from_canonical_question,high,pending,
exact_a383407656c0,"“follow quelqu’un”, ça veut dire…",2,9049deb7-96ac-4917-a4d4-d3173b5cb0d1,yes,live,true,reseaux_sociaux,facile,"“Follow quelqu’un”, ça veut dire…",follow_quelquun,quoted_root_from_canonical_question,high,pending,
exact_a383407656c0,"“follow quelqu’un”, ça veut dire…",2,0eda6020-4607-4194-8871-f91d47afe33c,no,archived,false,reseaux_sociaux,facile,"“Follow quelqu’un”, ça veut dire…",follow_quelquun,quoted_root_from_canonical_question,high,pending,
exact_a44edcdfde68,"“un feat”, c’est…",2,c4845877-19f6-414e-88a6-cad9ca178a1b,yes,live,true,culture_pop,moyen,"“Un feat”, c’est…",un_feat,quoted_root_from_canonical_question,high,pending,
exact_a44edcdfde68,"“un feat”, c’est…",2,a28ae584-136e-4b6a-9768-53d793309cce,no,archived,false,culture_pop,moyen,"“Un feat”, c’est…",un_feat,quoted_root_from_canonical_question,high,pending,
exact_a4766c021d42,"“c’est carré”, ça veut dire…",2,8160d5c3-772b-4b83-a414-b45598a5ccde,yes,live,true,vocabulaire,facile,"“C’est carré”, ça veut dire…",cest_carre,quoted_root_from_canonical_question,high,pending,
exact_a4766c021d42,"“c’est carré”, ça veut dire…",2,913e4517-f06c-4733-8afe-6d56ee765208,no,archived,false,vocabulaire,facile,"“C’est carré”, ça veut dire…",cest_carre,quoted_root_from_canonical_question,high,pending,
exact_a57677955b11,"“matrixé”, ça veut dire…",2,969ac45d-0d1c-4b98-81c4-b6e609dc84f7,yes,live,true,vocabulaire,moyen,"“Matrixé”, ça veut dire…",matrixe,quoted_root_from_canonical_question,high,pending,
exact_a57677955b11,"“matrixé”, ça veut dire…",2,e1bc07f9-409a-4477-8aa2-7c3d12f3768c,no,archived,false,vocabulaire,moyen,"“Matrixé”, ça veut dire…",matrixe,quoted_root_from_canonical_question,high,pending,
exact_a5a52a81bffa,"“c’est clean”, ça veut dire…",2,fda6745e-cbb9-438d-80d6-5bcf9a3fcf86,yes,live,true,vocabulaire,facile,"“C’est clean”, ça veut dire…",cest_clean,quoted_root_from_canonical_question,high,pending,
exact_a5a52a81bffa,"“c’est clean”, ça veut dire…",2,938d6182-cacd-4482-aedf-3102a6cd6d2b,no,archived,false,vocabulaire,facile,"“C’est clean”, ça veut dire…",cest_clean,quoted_root_from_canonical_question,high,pending,
exact_a740421aaebc,"“clickbait”, ça veut dire…",2,7217cc30-ad93-4628-9caf-68cc68d85265,yes,live,true,culture_pop,moyen,"“Clickbait”, ça veut dire…",clickbait,quoted_root_from_canonical_question,high,pending,
exact_a740421aaebc,"“clickbait”, ça veut dire…",2,e7e528a6-59b7-40ab-b0c0-9c188b4e26d7,no,archived,false,culture_pop,moyen,"“Clickbait”, ça veut dire…",clickbait,quoted_root_from_canonical_question,high,pending,
exact_a85fb933a037,"“un live”, c’est…",2,cbc8381f-d9dd-4378-854b-95cf99cc01fc,yes,live,true,reseaux_sociaux,facile,"“Un live”, c’est…",un_live,quoted_root_from_canonical_question,high,pending,
exact_a85fb933a037,"“un live”, c’est…",2,028dd3bc-fd20-454c-b0d5-186c2d3bca2a,no,archived,false,reseaux_sociaux,facile,"“Un live”, c’est…",un_live,quoted_root_from_canonical_question,high,pending,
exact_ab24ae42914b,"“un troll”, c’est…",2,aa8680ec-5be3-43ab-8bcb-c857d832859f,yes,live,true,culture_pop,facile,"“Un troll”, c’est…",un_troll,quoted_root_from_canonical_question,high,pending,
exact_ab24ae42914b,"“un troll”, c’est…",2,e6672338-44c5-46e1-8352-4284593203f5,no,archived,false,culture_pop,facile,"“Un troll”, c’est…",un_troll,quoted_root_from_canonical_question,high,pending,
exact_ad4289f71752,"quand quelqu’un écrit “dead”, ça veut dire…",2,7acb5233-6a7f-4d44-88a8-1c1f15927477,yes,live,true,culture_pop,moyen,"Quand quelqu’un écrit “dead”, ça veut dire…",dead,quoted_root_from_canonical_question,high,pending,
exact_ad4289f71752,"quand quelqu’un écrit “dead”, ça veut dire…",2,c710e1fc-3050-4eab-b064-fd627c6e6c99,no,archived,false,culture_pop,moyen,"Quand quelqu’un écrit “dead”, ça veut dire…",dead,quoted_root_from_canonical_question,high,pending,
exact_ad5a1c2e5788,"“unfollow quelqu’un”, ça veut dire…",2,617c4e6e-3494-4233-9793-4fce262a707a,yes,live,true,reseaux_sociaux,facile,"“Unfollow quelqu’un”, ça veut dire…",unfollow_quelquun,quoted_root_from_canonical_question,high,pending,
exact_ad5a1c2e5788,"“unfollow quelqu’un”, ça veut dire…",2,5cbd35a6-a5e4-45bb-8861-feec656c29a6,no,archived,false,reseaux_sociaux,facile,"“Unfollow quelqu’un”, ça veut dire…",unfollow_quelquun,quoted_root_from_canonical_question,high,pending,
exact_ae1eb075aa7f,"“no cap”, ça veut dire…",2,a25fea63-8997-4783-a3eb-5a854594bc4c,yes,live,true,vocabulaire,difficile,"“No cap”, ça veut dire…",no_cap,quoted_root_from_canonical_question,high,pending,
exact_ae1eb075aa7f,"“no cap”, ça veut dire…",2,a66bb8b5-86d7-40e1-abef-bfa13ab46af1,no,archived,false,vocabulaire,difficile,"“No cap”, ça veut dire…",no_cap,quoted_root_from_canonical_question,high,pending,
exact_af5b97ba9027,"“red flag”, en dating, c’est…",2,b0032b43-ad1b-41d7-82ea-b0857cf00907,yes,live,true,culture_pop,facile,"“Red flag”, en dating, c’est…",red_flag,quoted_root_from_canonical_question,high,pending,
exact_af5b97ba9027,"“red flag”, en dating, c’est…",2,8b75c798-d6a1-40aa-907b-11d78ee58dd0,no,archived,false,culture_pop,facile,"“Red flag”, en dating, c’est…",red_flag,quoted_root_from_canonical_question,high,pending,
exact_af8a86a84724,"“dm quelqu’un”, ça veut dire…",2,ac8b2d3d-00f1-4a0f-81a9-bab36efb4132,yes,live,true,reseaux_sociaux,facile,"“DM quelqu’un”, ça veut dire…",dm_quelquun,quoted_root_from_canonical_question,high,pending,
exact_af8a86a84724,"“dm quelqu’un”, ça veut dire…",2,3a44397e-7b54-452d-a30f-4298171854da,no,archived,false,reseaux_sociaux,facile,"“DM quelqu’un”, ça veut dire…",dm_quelquun,quoted_root_from_canonical_question,high,pending,
exact_afe7dd4fef60,"“un post viral”, c’est…",2,c69b3b4b-099e-4d9d-82b4-ea197773cca0,yes,live,true,reseaux_sociaux,facile,"“Un post viral”, c’est…",un_post_viral,quoted_root_from_canonical_question,high,pending,
exact_afe7dd4fef60,"“un post viral”, c’est…",2,dfb790ee-0626-480f-8a0f-1dcde399c648,no,archived,false,reseaux_sociaux,facile,"“Un post viral”, c’est…",un_post_viral,quoted_root_from_canonical_question,high,pending,
exact_b12e18e857b2,"“rage quit”, ça veut dire…",2,01352b8b-2595-4620-bbfc-a43b61263084,yes,live,true,culture_pop,moyen,"“Rage quit”, ça veut dire…",rage_quit,quoted_root_from_canonical_question,high,pending,
exact_b12e18e857b2,"“rage quit”, ça veut dire…",2,747387d2-147a-4dc7-bf21-b9dfcd388671,no,archived,false,culture_pop,moyen,"“Rage quit”, ça veut dire…",rage_quit,quoted_root_from_canonical_question,high,pending,
exact_b2d330c0306d,"“level up”, ça veut dire…",2,0db5c36f-1ada-44d7-b950-de6a6fb8167c,yes,live,true,culture_pop,facile,"“Level up”, ça veut dire…",level_up,quoted_root_from_canonical_question,high,pending,
exact_b2d330c0306d,"“level up”, ça veut dire…",2,489e1491-bada-4e73-a473-c21e36ea01b4,no,archived,false,culture_pop,facile,"“Level up”, ça veut dire…",level_up,quoted_root_from_canonical_question,high,pending,
exact_b308d1cfe8c7,"que veut dire ""tagger"" quelqu'un ?",2,98189bfa-180e-4ccc-8111-f12cad2024eb,yes,archived,false,reseaux_sociaux,facile,"Que veut dire ""tagger"" quelqu'un ?",tagger,quoted_root_from_canonical_question,high,pending,
exact_b308d1cfe8c7,"que veut dire ""tagger"" quelqu'un ?",2,df7e8f02-c9d8-419f-9549-58a3e189d1b7,no,archived,false,reseaux_sociaux,facile,"Que veut dire ""tagger"" quelqu'un ?",tagger,quoted_root_from_canonical_question,high,pending,
exact_b455f4f09118,"“un meme viral”, c’est…",2,6eee381c-486f-47fb-a909-d580f6c933cf,yes,live,true,culture_pop,facile,"“Un meme viral”, c’est…",un_meme_viral,quoted_root_from_canonical_question,high,pending,
exact_b455f4f09118,"“un meme viral”, c’est…",2,992a7911-c090-480a-9e19-b54f1f9afff4,no,archived,false,culture_pop,facile,"“Un meme viral”, c’est…",un_meme_viral,quoted_root_from_canonical_question,high,pending,
exact_b550d7959545,"“respawn”, ça veut dire…",2,ebc9e417-d7fb-49f7-87ae-b2e8dae80151,yes,live,true,culture_pop,moyen,"“Respawn”, ça veut dire…",respawn,quoted_root_from_canonical_question,high,pending,
exact_b550d7959545,"“respawn”, ça veut dire…",2,3c947f73-a35b-4679-a13d-13139d3456be,no,archived,false,culture_pop,moyen,"“Respawn”, ça veut dire…",respawn,quoted_root_from_canonical_question,high,pending,
exact_b5907ead58f9,"que veut dire ""mdr"" ?",2,cdb5cfef-8f7e-437b-9862-c98cb4f1f625,yes,archived,false,vocabulaire,facile,"Que veut dire ""mdr"" ?",mdr,quoted_root_from_canonical_question,high,pending,
exact_b5907ead58f9,"que veut dire ""mdr"" ?",2,e06cc6a2-4f80-4ca1-878c-06b8d9a9c995,no,archived,false,vocabulaire,facile,"Que veut dire ""MDR"" ?",mdr,quoted_root_from_canonical_question,high,pending,
exact_b5acad5fff99,"“high-key”, ça veut dire…",2,7ad3a9b0-e237-43b2-91b2-ab6c7ab904f6,yes,live,true,vocabulaire,moyen,"“High-key”, ça veut dire…",high_key,quoted_root_from_canonical_question,high,pending,
exact_b5acad5fff99,"“high-key”, ça veut dire…",2,e32156d4-bfb9-43d3-b501-f52474a42536,no,archived,false,vocabulaire,moyen,"“High-key”, ça veut dire…",high_key,quoted_root_from_canonical_question,high,pending,
exact_b5b90c8dc8b0,"“shadowban”, ça veut dire…",2,40b84ad1-9a64-499f-8d23-10d57607873a,yes,live,true,reseaux_sociaux,difficile,"“Shadowban”, ça veut dire…",shadowban,quoted_root_from_canonical_question,high,pending,
exact_b5b90c8dc8b0,"“shadowban”, ça veut dire…",2,013480b1-50e1-4097-88af-a1324b119473,no,archived,false,reseaux_sociaux,difficile,"“Shadowban”, ça veut dire…",shadowban,quoted_root_from_canonical_question,high,pending,
exact_b7dfd2d39a96,"“slay”, ça veut dire…",2,27eb5f80-3659-4f3a-9b61-ec741058fd12,yes,live,true,vocabulaire,moyen,"“Slay”, ça veut dire…",slay,quoted_root_from_canonical_question,high,pending,
exact_b7dfd2d39a96,"“slay”, ça veut dire…",2,ac8d3271-5968-47a6-9061-52667e792088,no,archived,false,vocabulaire,moyen,"“Slay”, ça veut dire…",slay,quoted_root_from_canonical_question,high,pending,
exact_b9cf80248cf3,"“un algo”, c’est…",2,b17adfbc-3a0d-4a11-b4b0-dfbaeb45fd6e,yes,live,true,culture_pop,difficile,"“Un algo”, c’est…",un_algo,quoted_root_from_canonical_question,high,pending,
exact_b9cf80248cf3,"“un algo”, c’est…",2,7aaa56a1-2635-452b-ad8e-b693a5a65a8c,no,archived,false,culture_pop,difficile,"“Un algo”, c’est…",un_algo,quoted_root_from_canonical_question,high,pending,
exact_ba9daae49850,"“un commentaire épinglé”, c’est…",2,768d1158-0bcf-4861-b8c0-1e9426e7961a,yes,live,true,reseaux_sociaux,moyen,"“Un commentaire épinglé”, c’est…",un_commentaire_epingle,quoted_root_from_canonical_question,high,pending,
exact_ba9daae49850,"“un commentaire épinglé”, c’est…",2,acc39674-80d9-43da-941e-05a66a9754d4,no,archived,false,reseaux_sociaux,moyen,"“Un commentaire épinglé”, c’est…",un_commentaire_epingle,quoted_root_from_canonical_question,high,pending,
exact_bb8c114b4546,"“drama”, ça veut dire…",2,79639004-1b57-4621-8fc3-418ceadd4a06,yes,live,true,culture_pop,facile,"“Drama”, ça veut dire…",drama,quoted_root_from_canonical_question,high,pending,
exact_bb8c114b4546,"“drama”, ça veut dire…",2,ac992de7-4ea1-4d02-83aa-0cd3221e4760,no,archived,false,culture_pop,facile,"“Drama”, ça veut dire…",drama,quoted_root_from_canonical_question,high,pending,
exact_bbe138d0c77d,"“carry une partie”, ça veut dire…",2,e37001d4-44be-4cf3-a2b2-6051d776106a,yes,live,true,culture_pop,difficile,"“Carry une partie”, ça veut dire…",carry_une_partie,quoted_root_from_canonical_question,high,pending,
exact_bbe138d0c77d,"“carry une partie”, ça veut dire…",2,1d65d9c1-81b9-4956-abd1-fd5365be97a1,no,archived,false,culture_pop,difficile,"“Carry une partie”, ça veut dire…",carry_une_partie,quoted_root_from_canonical_question,high,pending,
exact_c18fc58fd878,"“un compte privé”, c’est…",2,4f032e2b-cc07-4c48-87c5-7923934c80d2,yes,live,true,reseaux_sociaux,facile,"“Un compte privé”, c’est…",un_compte_prive,quoted_root_from_canonical_question,high,pending,
exact_c18fc58fd878,"“un compte privé”, c’est…",2,7ab2fcf6-dfbe-4dd8-8324-9de09858a7b3,no,archived,false,reseaux_sociaux,facile,"“Un compte privé”, c’est…",un_compte_prive,quoted_root_from_canonical_question,high,pending,
